time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
24089,5.05,-11.07,-2.67,-0.60,-0.93,-2.18
24104,5.57,-11.43,-3.16,-0.99,-0.85,-1.98
24120,6.31,-12.99,-3.77,-1.35,-0.56,-0.71
24134,6.40,-14.72,-4.99,-1.33,-0.40,0.00
24148,5.89,-15.26,-5.79,-0.60,0.19,0.95
24168,5.01,-13.76,-5.03,0.48,0.81,1.41
24182,4.82,-13.05,-4.33,0.94,0.93,1.66
24196,4.73,-11.31,-1.81,1.27,0.94,1.95
24211,4.76,-10.72,-0.98,1.56,0.89,2.66
24226,4.95,-9.42,-0.72,1.59,0.84,3.03
24240,8.92,1.16,-3.57,1.69,0.98,4.08
24254,12.02,8.34,-4.93,2.14,1.52,4.62
24270,17.19,30.26,-1.11,2.88,2.57,5.48
24284,14.85,29.66,-0.18,0.99,2.44,5.50
24298,6.94,22.20,2.27,-0.15,2.18,3.39
24312,6.51,19.72,1.40,0.35,1.96,2.85
24327,5.65,18.77,0.96,1.22,1.87,2.30
24342,0.90,15.15,1.72,2.41,1.86,1.82
24357,-2.65,10.77,2.23,2.27,1.82,1.86
24372,-4.24,6.29,1.46,1.30,1.61,2.08
24386,-4.75,4.14,1.00,0.93,1.54,2.21
24400,-5.79,1.15,0.03,0.46,1.64,1.47
24414,-6.94,-0.66,-0.50,0.24,1.72,1.01
24430,-8.54,-2.23,-0.65,0.00,1.79,0.72
24444,-10.14,-3.92,-0.61,0.07,1.76,0.89
24460,-11.75,-5.29,-0.27,0.53,1.58,1.41
24474,-12.47,-5.58,0.06,0.76,1.43,1.58
24488,-13.81,-5.32,0.91,0.90,1.25,1.64
24502,-13.98,-4.98,0.80,0.81,0.85,1.42
24516,-13.92,-4.77,0.35,0.53,0.67,1.14
24532,-14.04,-5.03,-0.28,-0.22,0.42,0.39
24546,-14.26,-5.23,-0.56,-0.56,0.32,-0.01
24562,-14.74,-5.63,-1.67,-1.05,0.03,-0.66
24576,-14.66,-5.70,-2.19,-1.15,-0.18,-0.87
24590,-13.68,-5.36,-2.82,-1.08,-0.67,-1.22
24604,-13.13,-4.69,-3.16,-0.88,-0.94,-1.41
24620,-12.81,2.48,-2.10,-0.16,-1.39,-1.72
24634,-12.60,8.59,-0.06,0.03,-1.72,-1.64
24648,-3.62,27.63,4.90,0.58,-2.22,-1.26
24663,2.80,30.61,3.45,0.47,-3.41,-0.82
24677,9.38,30.33,-0.31,-0.83,-3.98,-1.54
24691,13.53,23.03,0.75,-3.61,-1.76,-3.62
